,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
19,1,1.0,0.99998,0.99995,0.99996,0.9998,0.99968,0.99957,0.99923,0.99875,0.99853,0.99739,0.9972,0.99628,0.99534,0.99461,0.9934,0.99199,0.99013,0.98921,0.9877,0.98652,0.98498,0.98316,0.98148,0.97921,0.9763,0.97598,0.97331,0.97187,0.96834,0.96659,0.96541,0.96254,0.96029,0.95722,0.95454,0.95312,0.95107,0.94754,0.94592,0.94289,0.93913,0.93906,0.93502,0.93235,0.93117,0.92756,0.92563,0.92356,0.91993,0.91763,0.91382,0.91153,0.90975,0.90858,0.90576,0.90301,0.90054,0.89641,0.89479,0.89146,0.88831,0.88481,0.88706,0.88271,0.87925,0.87474,0.87532,0.87096,0.87076,0.8678,0.86463,0.86256,0.85876,0.85763,0.85389,0.85349,0.85091,0.84958,0.84706,0.84323,0.83972,0.83924,0.83837,0.83422,0.83372,0.82939,0.82849,0.82424,0.82118,0.81921,0.81865,0.81442,0.81496,0.81116,0.80817,0.80745,0.80661,0.80364,0.80301
20,1,1.0,0.99999,0.99997,0.99991,0.99987,0.99977,0.9997,0.99947,0.99904,0.999,0.99854,0.99809,0.9973,0.99678,0.99622,0.99545,0.99451,0.9936,0.99264,0.99107,0.99075,0.98901,0.98719,0.98655,0.98429,0.98244,0.98054,0.98011,0.97806,0.97645,0.97408,0.97266,0.9704,0.96881,0.96719,0.96421,0.96166,0.96029,0.95916,0.95657,0.95473,0.95145,0.94988,0.94806,0.94564,0.94232,0.94136,0.93929,0.93635,0.93416,0.93208,0.92813,0.92689,0.92394,0.92332,0.91969,0.91669,0.91527,0.91318,0.91098,0.90831,0.90563,0.90448,0.90002,0.8991,0.89706,0.89619,0.89188,0.89028,0.8882,0.88513,0.88331,0.88064,0.87945,0.87644,0.87473,0.87301,0.86894,0.86757,0.86426,0.86254,0.86008,0.85914,0.85644,0.855,0.85163,0.8492,0.84773,0.84658,0.84492,0.84117,0.83818,0.83777,0.83614,0.83475,0.83148,0.82854,0.82676,0.82501,0.82277
21,1,1.0,1.0,0.99999,0.99998,0.99997,0.99993,0.99985,0.99973,0.99953,0.99928,0.99894,0.99875,0.99831,0.99801,0.99742,0.99693,0.99593,0.99571,0.99451,0.99414,0.99311,0.99215,0.99078,0.98962,0.9874,0.98725,0.98561,0.98499,0.98359,0.98232,0.98009,0.97909,0.97692,0.97531,0.97356,0.97224,0.97062,0.96882,0.96634,0.96471,0.96158,0.96167,0.95898,0.95709,0.95569,0.95347,0.95144,0.94945,0.94853,0.94522,0.94421,0.94223,0.93892,0.93815,0.93452,0.93439,0.93118,0.929,0.92778,0.92319,0.92341,0.92026,0.91788,0.91609,0.91326,0.91155,0.91192,0.90674,0.90591,0.90064,0.90232,0.89853,0.89744,0.89656,0.89389,0.89105,0.88693,0.88784,0.88493,0.8853,0.87919,0.87914,0.87575,0.87477,0.87252,0.86988,0.8693,0.86552,0.86543,0.86442,0.86107,0.8582,0.85921,0.85468,0.85116,0.85209,0.84915,0.84749,0.84613,0.84489
22,1,1.0,1.0,0.99996,0.99999,0.99994,0.99991,0.99994,0.99976,0.99974,0.99952,0.9994,0.99928,0.99893,0.99856,0.99857,0.99769,0.99727,0.99639,0.99637,0.99554,0.99457,0.99422,0.99368,0.9925,0.99174,0.99013,0.98928,0.98754,0.98647,0.98643,0.98433,0.98293,0.98255,0.98058,0.97919,0.97758,0.97647,0.97501,0.97317,0.97223,0.97098,0.96877,0.96677,0.96568,0.96268,0.96268,0.95931,0.95818,0.95663,0.95508,0.95258,0.9523,0.94884,0.94973,0.94623,0.94386,0.94149,0.94038,0.93584,0.93509,0.93362,0.93225,0.93168,0.9293,0.92729,0.92557,0.92386,0.92096,0.91932,0.91663,0.916,0.9125,0.91121,0.90982,0.90837,0.90726,0.90362,0.90256,0.90066,0.89851,0.89665,0.89382,0.89229,0.88895,0.88829,0.88743,0.88617,0.88413,0.88243,0.87704,0.87684,0.87535,0.87331,0.8721,0.87089,0.86866,0.86901,0.86618,0.86223,0.86134
23,1,1.0,1.0,1.0,1.0,0.99997,0.99997,0.99992,0.9999,0.99985,0.99971,0.9996,0.99955,0.99935,0.99908,0.99864,0.99833,0.99816,0.99768,0.99725,0.99699,0.99665,0.99579,0.99505,0.9946,0.99384,0.99277,0.99222,0.99082,0.99013,0.98947,0.98833,0.98718,0.98625,0.98514,0.98437,0.98309,0.98168,0.98036,0.97907,0.97744,0.97669,0.97461,0.97357,0.97197,0.97071,0.9694,0.96846,0.96708,0.96394,0.96322,0.96127,0.96026,0.95818,0.9578,0.95542,0.95453,0.95209,0.95028,0.94888,0.94751,0.94468,0.94286,0.94111,0.94018,0.93957,0.93722,0.93569,0.93202,0.93091,0.92861,0.9277,0.92574,0.92339,0.92414,0.91932,0.91915,0.91687,0.91558,0.91424,0.91307,0.91035,0.90933,0.90569,0.90619,0.90197,0.90028,0.90017,0.89827,0.89693,0.89602,0.8947,0.89203,0.89166,0.88815,0.88603,0.88333,0.88127,0.88061,0.87769,0.87587
24,1,1.0,1.0,1.0,1.0,1.0,0.99998,0.99996,0.99995,0.99993,0.99971,0.99977,0.99961,0.99964,0.99922,0.99922,0.99909,0.99849,0.99868,0.99827,0.99781,0.99744,0.99686,0.99613,0.99575,0.99515,0.99444,0.99383,0.99357,0.9922,0.99175,0.99131,0.99033,0.98962,0.98857,0.98713,0.98624,0.98612,0.98444,0.98334,0.98225,0.98201,0.98013,0.97834,0.97829,0.97606,0.97488,0.97418,0.97216,0.97133,0.96957,0.96857,0.96653,0.96586,0.96509,0.96274,0.96215,0.96048,0.95714,0.95665,0.95526,0.95423,0.95308,0.9498,0.95004,0.94878,0.94656,0.94634,0.94261,0.94049,0.94069,0.93899,0.93674,0.93462,0.93444,0.93259,0.93074,0.92953,0.92817,0.92685,0.92564,0.92113,0.92153,0.91953,0.9167,0.91761,0.91462,0.91453,0.91177,0.90875,0.90861,0.9083,0.90596,0.903,0.90102,0.90027,0.89851,0.89589,0.89415,0.89516,0.89256
25,1,1.0,1.0,1.0,1.0,0.99999,0.99999,0.99997,0.99998,0.99995,0.99989,0.99986,0.99984,0.99956,0.99959,0.99946,0.99925,0.99921,0.99873,0.99857,0.99823,0.99841,0.99787,0.99752,0.99731,0.99636,0.99627,0.99601,0.99509,0.99507,0.99411,0.99353,0.99308,0.99179,0.99132,0.99084,0.98989,0.98915,0.98718,0.98728,0.98613,0.98505,0.98422,0.98298,0.9822,0.98143,0.98025,0.97994,0.97742,0.97671,0.97542,0.97444,0.97287,0.97211,0.97017,0.97098,0.96843,0.96702,0.96495,0.96436,0.963,0.96173,0.96085,0.95946,0.95851,0.95701,0.95477,0.95433,0.95225,0.9503,0.94992,0.94784,0.94668,0.9452,0.94297,0.94231,0.94195,0.93771,0.9382,0.93609,0.93503,0.93361,0.93186,0.9302,0.92999,0.9273,0.92577,0.92449,0.92263,0.9217,0.92024,0.91747,0.91596,0.91567,0.91477,0.91216,0.91234,0.91163,0.90777,0.90584,0.90544
26,1,1.0,1.0,1.0,1.0,0.99999,0.99999,1.0,0.99993,0.99994,0.99995,0.99988,0.99982,0.99976,0.9998,0.99961,0.99945,0.99931,0.99931,0.99928,0.99885,0.99883,0.99835,0.99826,0.99782,0.99754,0.99727,0.99717,0.99629,0.99589,0.99543,0.99493,0.99443,0.99401,0.99353,0.99264,0.99213,0.99103,0.99086,0.98997,0.98959,0.989,0.98774,0.98703,0.98577,0.98539,0.98446,0.98291,0.98195,0.98163,0.98025,0.97956,0.97809,0.97671,0.97546,0.97569,0.97502,0.9733,0.97217,0.97118,0.96876,0.96798,0.96775,0.96645,0.96512,0.9633,0.96191,0.96044,0.95944,0.95976,0.95767,0.95659,0.95421,0.95368,0.95312,0.94973,0.94861,0.94903,0.94617,0.94493,0.94351,0.94264,0.94113,0.94139,0.93985,0.93713,0.93692,0.93535,0.93269,0.93216,0.93005,0.93011,0.92774,0.9267,0.92446,0.92416,0.92474,0.92106,0.921,0.91854,0.91687
27,1,1.0,1.0,1.0,0.99999,1.0,0.99997,1.0,0.99998,0.99999,0.99996,0.99994,0.99996,0.99987,0.99984,0.99973,0.99972,0.99966,0.99957,0.99948,0.99926,0.99902,0.99889,0.99885,0.99839,0.99807,0.99782,0.99773,0.99747,0.99728,0.99647,0.9962,0.99599,0.99542,0.9947,0.9941,0.99363,0.99358,0.99217,0.99208,0.99156,0.99055,0.99029,0.98981,0.98886,0.98879,0.9881,0.98581,0.98653,0.98525,0.98362,0.98357,0.98225,0.98112,0.98081,0.98068,0.97864,0.97825,0.97702,0.97625,0.97475,0.97282,0.97367,0.97173,0.97066,0.96954,0.96751,0.96788,0.96668,0.96527,0.96485,0.96266,0.96203,0.96109,0.95905,0.95923,0.95749,0.95736,0.95422,0.95399,0.95316,0.95268,0.94857,0.94995,0.94737,0.9463,0.94638,0.9436,0.94261,0.94059,0.94075,0.94116,0.93878,0.93616,0.93616,0.9342,0.93236,0.93224,0.93184,0.92943,0.92724
28,1,1.0,1.0,1.0,1.0,0.99999,1.0,1.0,0.99999,1.0,0.99997,0.99997,0.99996,0.99992,0.9999,0.99978,0.99983,0.9996,0.99968,0.9996,0.99946,0.99926,0.99916,0.99912,0.99904,0.99876,0.99868,0.99828,0.99798,0.99752,0.99751,0.99719,0.99678,0.99687,0.99629,0.99594,0.9957,0.9957,0.99433,0.9942,0.9935,0.9928,0.99247,0.99212,0.99144,0.99053,0.99022,0.98939,0.98858,0.98834,0.98755,0.9864,0.98618,0.98548,0.98413,0.98357,0.98265,0.9821,0.98165,0.98027,0.98029,0.97844,0.97747,0.97671,0.97516,0.9747,0.97364,0.972,0.97258,0.97058,0.96968,0.96808,0.96738,0.96628,0.96597,0.96501,0.96375,0.96109,0.96261,0.96083,0.95913,0.95812,0.95682,0.95663,0.95465,0.95507,0.95323,0.95216,0.95091,0.94949,0.94939,0.94667,0.94645,0.94603,0.94338,0.94401,0.94127,0.94253,0.9372,0.93759,0.93699
29,1,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,1.0,0.99997,0.99999,0.99999,0.99998,0.99995,0.99992,0.99992,0.99979,0.99982,0.99972,0.99978,0.99959,0.99953,0.99957,0.99923,0.99928,0.99915,0.999,0.99867,0.99882,0.99838,0.99817,0.99787,0.99782,0.99745,0.99709,0.99636,0.99636,0.9961,0.99555,0.99525,0.99498,0.99445,0.9939,0.99354,0.99277,0.99281,0.99242,0.99132,0.99072,0.99039,0.98947,0.98881,0.98871,0.98823,0.98772,0.98718,0.9863,0.98533,0.98446,0.98384,0.98387,0.98179,0.98077,0.98102,0.9802,0.97979,0.97837,0.97774,0.97682,0.97618,0.97405,0.97471,0.9732,0.97418,0.97164,0.97118,0.96928,0.96968,0.96752,0.96708,0.96694,0.96506,0.96337,0.96328,0.96236,0.96124,0.96132,0.96031,0.95733,0.95635,0.9562,0.95513,0.95341,0.95266,0.95178,0.94984,0.94979,0.94858,0.94631,0.9467,0.94494
30,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,0.99999,0.99999,0.99994,0.99994,0.99991,0.99993,0.99987,0.99988,0.99987,0.99976,0.99966,0.9996,0.99954,0.99956,0.99936,0.99913,0.99902,0.99889,0.99883,0.99865,0.99854,0.99838,0.99802,0.99785,0.99766,0.99768,0.99718,0.99686,0.99663,0.9962,0.99566,0.99526,0.99472,0.99495,0.99404,0.99407,0.99342,0.99295,0.99264,0.99208,0.9914,0.99069,0.9908,0.98973,0.98933,0.98909,0.9877,0.98716,0.98739,0.98655,0.98564,0.9854,0.98502,0.98422,0.98326,0.98238,0.98168,0.98063,0.97964,0.97854,0.9787,0.97798,0.97687,0.97613,0.97589,0.97406,0.97468,0.97248,0.97155,0.97137,0.97006,0.97027,0.96898,0.96825,0.96668,0.96645,0.96471,0.96254,0.96288,0.9623,0.96182,0.96113,0.95985,0.95801,0.95714,0.95634,0.95468,0.95385,0.95268,0.95257
31,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,0.99997,0.99998,0.99999,1.0,0.99997,0.99998,0.99996,0.99995,0.99993,0.99989,0.99985,0.99984,0.99974,0.99977,0.99975,0.99973,0.99948,0.99951,0.99948,0.99923,0.99906,0.99911,0.99907,0.99888,0.99866,0.99834,0.99805,0.99785,0.99764,0.9974,0.9974,0.99714,0.99648,0.99656,0.9963,0.99542,0.99549,0.99546,0.99466,0.99433,0.99407,0.99323,0.99363,0.99305,0.99223,0.99196,0.99144,0.99098,0.9901,0.98982,0.98967,0.98919,0.9884,0.98771,0.98719,0.98638,0.98647,0.98561,0.98468,0.98426,0.9835,0.98205,0.98274,0.98133,0.98058,0.98049,0.97933,0.97923,0.97803,0.97758,0.97666,0.97489,0.97482,0.9745,0.97342,0.97344,0.97165,0.97039,0.97006,0.96934,0.96723,0.96922,0.96669,0.96582,0.96582,0.96515,0.96456,0.96255,0.9618,0.96105,0.96045,0.95912
32,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,1.0,0.99999,0.99998,1.0,0.99995,0.99995,0.99996,0.99991,0.99991,0.99984,0.99982,0.99982,0.99979,0.9997,0.99969,0.99966,0.99963,0.99942,0.99939,0.9992,0.9993,0.99925,0.9989,0.99877,0.99871,0.99854,0.99823,0.99809,0.99759,0.99768,0.99758,0.99733,0.99672,0.99691,0.99655,0.99601,0.99599,0.99563,0.99541,0.99474,0.99509,0.99406,0.9939,0.99374,0.9934,0.99298,0.99238,0.99181,0.99138,0.99074,0.99059,0.98996,0.98977,0.98877,0.98903,0.98761,0.98722,0.98645,0.98687,0.98641,0.98535,0.98456,0.98411,0.9838,0.98307,0.98192,0.98161,0.98106,0.98076,0.9795,0.9789,0.97826,0.97718,0.97747,0.97661,0.97543,0.97451,0.97358,0.97303,0.97179,0.97163,0.97096,0.97062,0.97033,0.9689,0.96797,0.96704,0.96694,0.96671,0.9648
33,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99998,1.0,0.99999,1.0,0.99996,0.99999,0.99998,1.0,0.99998,0.99994,0.99992,0.99994,0.99991,0.99987,0.99987,0.9998,0.99972,0.9997,0.99976,0.99963,0.99965,0.99939,0.99921,0.99928,0.99899,0.99906,0.99882,0.99884,0.99853,0.99834,0.99818,0.99802,0.99795,0.99782,0.99765,0.99733,0.99717,0.99669,0.99635,0.99608,0.99622,0.99528,0.99607,0.99532,0.99468,0.99437,0.99409,0.99397,0.99364,0.99293,0.99268,0.99194,0.99215,0.99119,0.99151,0.99034,0.99025,0.98988,0.9898,0.98918,0.98733,0.98736,0.98722,0.98661,0.98664,0.98674,0.98557,0.98467,0.98474,0.98367,0.98358,0.98126,0.98141,0.98135,0.98058,0.97986,0.97886,0.97904,0.9784,0.97712,0.97626,0.97746,0.97555,0.97443,0.97419,0.97408,0.97175,0.97222,0.97147,0.97071,0.97017
34,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,0.99999,0.99999,0.99997,0.99999,0.99998,0.99997,0.99994,0.99994,0.99992,0.9998,0.99991,0.99992,0.9998,0.99981,0.99968,0.99968,0.99969,0.9996,0.99951,0.99941,0.99935,0.99924,0.99915,0.99904,0.99898,0.99885,0.99874,0.99878,0.99848,0.99829,0.99808,0.99793,0.99787,0.99745,0.99774,0.99722,0.99716,0.99672,0.99627,0.99605,0.99632,0.99606,0.99534,0.99523,0.9947,0.99478,0.99466,0.99384,0.99377,0.99341,0.99259,0.99285,0.99235,0.99146,0.9915,0.99093,0.99068,0.98997,0.98953,0.98943,0.98882,0.98811,0.98782,0.98744,0.9864,0.98621,0.98576,0.98534,0.98446,0.98415,0.98399,0.98291,0.98312,0.98157,0.98163,0.98097,0.98009,0.97955,0.97859,0.97927,0.97819,0.97758,0.97719,0.97546,0.97572,0.97471,0.97414
35,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,0.99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99998,0.99998,0.99993,0.99996,0.99994,0.99993,0.99987,0.99995,0.99978,0.99983,0.99981,0.99977,0.99975,0.99968,0.99966,0.99958,0.99945,0.99933,0.99943,0.99929,0.99929,0.99902,0.99913,0.99876,0.99896,0.9987,0.99835,0.99843,0.99846,0.99819,0.99784,0.99763,0.99783,0.99745,0.99711,0.99729,0.99693,0.99669,0.99638,0.99607,0.99593,0.99556,0.99531,0.99513,0.99492,0.99475,0.9942,0.9939,0.99387,0.99321,0.99279,0.99254,0.99221,0.99171,0.99186,0.99137,0.99074,0.99028,0.98961,0.989,0.98921,0.98872,0.98804,0.98839,0.98748,0.98706,0.9861,0.98643,0.98542,0.98525,0.98415,0.98389,0.98394,0.98345,0.98306,0.9818,0.98074,0.98075,0.98039,0.98008,0.97909,0.97909,0.97819
36,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,1.0,0.99999,1.0,1.0,0.99999,1.0,1.0,0.99999,1.0,0.99999,0.99997,0.99998,0.99996,0.99999,0.99997,0.99997,0.99989,0.99992,0.99992,0.9998,0.99984,0.99978,0.99983,0.9998,0.99966,0.99975,0.99951,0.99938,0.99944,0.99948,0.99929,0.9992,0.99922,0.99894,0.99905,0.99872,0.99876,0.99874,0.99837,0.99839,0.99827,0.99801,0.99813,0.99796,0.99769,0.99777,0.99689,0.99688,0.99683,0.99686,0.99671,0.99618,0.99619,0.99606,0.99534,0.99511,0.99521,0.99501,0.99454,0.9939,0.9944,0.99323,0.99344,0.99291,0.9928,0.9926,0.99269,0.99199,0.99131,0.99145,0.99084,0.99089,0.99025,0.98938,0.98923,0.98796,0.98839,0.98777,0.98749,0.98648,0.98692,0.98576,0.98599,0.98474,0.98519,0.98463,0.98385,0.98336,0.98339,0.98248,0.98174,0.98036
37,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,0.99999,1.0,0.99997,0.99998,0.99993,0.99998,0.99993,0.99991,0.99993,0.99989,0.99982,0.99983,0.99987,0.99981,0.9997,0.99975,0.99979,0.9995,0.99957,0.9995,0.99943,0.9995,0.99933,0.99935,0.99926,0.99927,0.9993,0.99921,0.99885,0.99857,0.99883,0.9987,0.99841,0.99841,0.99833,0.99798,0.9977,0.99756,0.99774,0.99771,0.9972,0.99716,0.99671,0.9966,0.99649,0.99657,0.99591,0.99596,0.99561,0.99568,0.99514,0.99488,0.99482,0.99427,0.99401,0.99367,0.99369,0.9932,0.99241,0.99193,0.99271,0.99186,0.99175,0.99102,0.99086,0.99081,0.99037,0.98999,0.98961,0.98896,0.98866,0.98907,0.98789,0.98754,0.98747,0.98721,0.98674,0.98607,0.98515,0.98451,0.98377,0.98312
38,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999,0.99999,1.0,1.0,0.99997,0.99997,0.99996,0.99997,0.99998,0.99998,0.99992,0.99994,0.9999,0.99989,0.99985,0.99985,0.99979,0.99984,0.99978,0.99982,0.99985,0.99961,0.99956,0.99963,0.99953,0.99957,0.99936,0.99942,0.99929,0.99912,0.99917,0.99909,0.99878,0.99879,0.99881,0.99849,0.99856,0.99833,0.99821,0.9979,0.99782,0.99751,0.99773,0.99757,0.99722,0.99745,0.99708,0.99674,0.99638,0.99662,0.99612,0.9963,0.99571,0.99577,0.9956,0.99545,0.99465,0.99429,0.99435,0.99418,0.99344,0.99368,0.99374,0.99299,0.99302,0.99238,0.99201,0.99179,0.99165,0.99134,0.99093,0.99076,0.99002,0.99057,0.98926,0.98907,0.98864,0.98829,0.98842,0.98766,0.98702,0.98639,0.98535
